O*NET-SOC Code;Title;Example;Commodity Code;Commodity Title
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Gas ovens;48101521;Commercial use ranges
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Gas stoves;48101521;Commercial use ranges
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Handheld calculators;44101807;Pocket calculator
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Ice machines;48101709;Ice dispensers
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Ice-making machines;48101709;Ice dispensers
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Infrared heat lamps;48101513;Commercial use heat lamps
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Intercom systems;43221525;Intercom systems
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Juice dispensers;48101702;Non carbonated beverage dispenser
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Milk frothers;48101601;Commercial use blenders
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Milkshake and smoothie machines;48101706;Milkshake machines
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Mixers;48101608;Commercial use mixers
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Personal computers;43211508;Personal computers
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Point of sale POS computer terminals;43211505;Point of sale POS terminal
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Portion scales;48101611;Commercial use scales
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Slicing machines;48101616;Commercial use food slicers
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Soda machines;48101701;Carbonated beverage dispenser
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Soft-serve ice cream machines;48101707;Soft serve machines
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Steam tables;48101510;Commercial use food warmers
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Ticket printers;43212105;Laser printers
35-3022.00;Counter Attendants, Cafeteria, Food Concession, and Coffee Shop;Touch screen monitors;43211903;Touch screen monitors
35-3022.01;Baristas;Bagel cutters;48101616;Commercial use food slicers
35-3022.01;Baristas;Box cutters;27111502;Razor knives
35-3022.01;Baristas;Cash registers;44101804;Cash registers
35-3022.01;Baristas;Chefs' knives;48101801;Commercial use cutlery
35-3022.01;Baristas;Coffee brewing machines;48101505;Commercial use coffee or iced tea makers
35-3022.01;Baristas;Coffee grinders;48101604;Commercial use coffee grinders
35-3022.01;Baristas;Commercial kitchen microwave ovens;48101516;Commercial use microwave ovens
35-3022.01;Baristas;Commercial kitchen toasters;48101525;Commercial use toasters
35-3022.01;Baristas;Computer laser printers;43212105;Laser printers
35-3022.01;Baristas;Credit card processing machines;43211702;Magnetic stripe readers and encoders
35-3022.01;Baristas;Desktop computers;43211507;Desktop computers
35-3022.01;Baristas;Drink blenders;48101601;Commercial use blenders
35-3022.01;Baristas;Electronic food scales;48101611;Commercial use scales
35-3022.01;Baristas;Espresso makers;48101705;Cappuccino or espresso machines
35-3022.01;Baristas;Ice machines;48101709;Ice dispensers
35-3022.01;Baristas;Multi-line telephone systems;43191507;Special purpose telephones
35-3022.01;Baristas;Panini presses;48101512;Commercial use grills
35-3022.01;Baristas;Personal computers;43211508;Personal computers
35-3022.01;Baristas;Point of sale POS terminals;43211505;Point of sale POS terminal
35-3022.01;Baristas;Restaurant dishwashers;48101615;Commercial use dishwashers
35-3022.01;Baristas;Restaurant ovens;48101517;Commercial use ovens
35-3022.01;Baristas;Steam tables;48101510;Commercial use food warmers
35-3022.01;Baristas;Tea brewers;48101505;Commercial use coffee or iced tea makers
35-3022.01;Baristas;Touch screen registers;43211903;Touch screen monitors
35-3022.01;Baristas;Wireless telephone headsets;43191609;Phone headsets
35-3031.00;Waiters and Waitresses;Alphanumeric paging equipment;43223211;Paging controllers
35-3031.00;Waiters and Waitresses;Carving knives;48101801;Commercial use cutlery
35-3031.00;Waiters and Waitresses;Cash registers;44101804;Cash registers
35-3031.00;Waiters and Waitresses;Credit card processing machines;43211702;Magnetic stripe readers and encoders
35-3031.00;Waiters and Waitresses;Personal digital assistants PDA;43211504;Personal digital assistant PDAs or organizers
35-3031.00;Waiters and Waitresses;Point of sale POS printers;43212112;Point of sale POS receipt printers
35-3031.00;Waiters and Waitresses;Point of sale POS terminals;43211505;Point of sale POS terminal
35-3031.00;Waiters and Waitresses;Point of service workstations;43211505;Point of sale POS terminal
35-3031.00;Waiters and Waitresses;Portable bar code scanners;43211701;Bar code reader equipment
35-3031.00;Waiters and Waitresses;Touch screen monitors;43211903;Touch screen monitors
35-3041.00;Food Servers, Nonrestaurant;10-key calculators;44101809;Desktop calculator
35-3041.00;Food Servers, Nonrestaurant;Blenders;48101601;Commercial use blenders
35-3041.00;Food Servers, Nonrestaurant;Carbonated beverage dispensers;48101701;Carbonated beverage dispenser
35-3041.00;Food Servers, Nonrestaurant;Carving knives;48101801;Commercial use cutlery
35-3041.00;Food Servers, Nonrestaurant;Chefs' knives;48101801;Commercial use cutlery
35-3041.00;Food Servers, Nonrestaurant;Commercial coffeemakers;48101505;Commercial use coffee or iced tea makers
35-3041.00;Food Servers, Nonrestaurant;Commercial dishwashers;48101615;Commercial use dishwashers
35-3041.00;Food Servers, Nonrestaurant;Commercial glasswashers;48101615;Commercial use dishwashers
35-3041.00;Food Servers, Nonrestaurant;Desktop computers;43211507;Desktop computers
35-3041.00;Food Servers, Nonrestaurant;Ice-making machines;48101709;Ice dispensers
35-3041.00;Food Servers, Nonrestaurant;Juice dispensers;48101702;Non carbonated beverage dispenser
35-3041.00;Food Servers, Nonrestaurant;Personal computers;43211508;Personal computers
35-3041.00;Food Servers, Nonrestaurant;Point of sale POS computer terminals;43211505;Point of sale POS terminal
35-3041.00;Food Servers, Nonrestaurant;Slicing machines;48101616;Commercial use food slicers
35-3041.00;Food Servers, Nonrestaurant;Steam tables;48101510;Commercial use food warmers
35-3041.00;Food Servers, Nonrestaurant;Toasters;48101525;Commercial use toasters
35-3041.00;Food Servers, Nonrestaurant;Touch screen monitors;43211903;Touch screen monitors
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Blenders;48101601;Commercial use blenders
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Carbonated beverage dispensers;48101701;Carbonated beverage dispenser
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Cash registers;44101804;Cash registers
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Chefs' knives;48101801;Commercial use cutlery
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Commercial coffeemakers;48101505;Commercial use coffee or iced tea makers
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Commercial dishwashers;48101615;Commercial use dishwashers
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Commercial microwave ovens;48101516;Commercial use microwave ovens
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Food processors;48101612;Commercial use food processors
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Fruit pitters;52151633;Domestic garnishing tools
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Fruit zesters;48101606;Commercial use graters
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Garbage disposals;52141503;Domestic garbage disposals
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Glass washing machines;48101615;Commercial use dishwashers
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Ice-making machines;48101709;Ice dispensers
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Juice dispensers;48101702;Non carbonated beverage dispenser
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Point of sale POS computer terminals;43211505;Point of sale POS terminal
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Soft-serve ice cream machines;48101707;Soft serve machines
35-9011.00;Dining Room and Cafeteria Attendants and Bartender Helpers;Steam tables;48101510;Commercial use food warmers
35-9021.00;Dishwashers;Automatic dishwashing systems;48101615;Commercial use dishwashers
35-9021.00;Dishwashers;Cleaning mops;47131618;Wet mops
35-9021.00;Dishwashers;Commercial dishwashers;48101615;Commercial use dishwashers
35-9021.00;Dishwashers;Commercial glasswashers;48101615;Commercial use dishwashers
35-9021.00;Dishwashers;Digital handheld thermometers;41112213;Handheld thermometer
35-9021.00;Dishwashers;Dish drying racks;52152202;Dish drainer
35-9021.00;Dishwashers;Dish-cleaning brushes;52152203;Soap dispensing brush
35-9021.00;Dishwashers;Drain racks;52152202;Dish drainer
35-9021.00;Dishwashers;Electric pallet lifters;24101604;Lifts
35-9021.00;Dishwashers;Funnels;52151632;Domestic kitchen funnels
35-9021.00;Dishwashers;Handtrucks;24101504;Hand trucks or accessories
35-9021.00;Dishwashers;Kitchen trash compactors;52141515;Domestic trash compactors
35-9021.00;Dishwashers;Moving dishwasher belts;48101615;Commercial use dishwashers
35-9021.00;Dishwashers;Pot-washing machines;48101615;Commercial use dishwashers
35-9021.00;Dishwashers;Power washers;48101615;Commercial use dishwashers
35-9021.00;Dishwashers;Temperature indicator strips;41112210;Remote reading thermometers
35-9021.00;Dishwashers;Three-compartment sinks;30181504;Sinks
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Carbonated beverage dispensers;48101701;Carbonated beverage dispenser
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Cash registers;44101804;Cash registers
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Commercial coffeemakers;48101505;Commercial use coffee or iced tea makers
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Desktop computers;43211507;Desktop computers
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Handheld calculators;44101807;Pocket calculator
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Ice-making machines;48101709;Ice dispensers
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Juice dispensers;48101702;Non carbonated beverage dispenser
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Multi-line telephone systems;43191507;Special purpose telephones
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Personal computers;43211508;Personal computers
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Point of sale POS computer terminals;43211505;Point of sale POS terminal
35-9031.00;Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop;Touch screen monitors;43211903;Touch screen monitors
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;All-terrain vacuums;47121602;Vacuum cleaners
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Auto scrubbers;47121605;Floor scrubbers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Building alarm systems;46171604;Alarm systems
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Carpet shampooers;47121609;Carpet cleaning equipment
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Carpet steamers;47121609;Carpet cleaning equipment
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Cleaning scrapers;47121812;Cleaning scrapers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Commercial automatic floor scrubbers;47121605;Floor scrubbers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Desktop computers;43211507;Desktop computers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Dust masks;46182001;Masks or accessories
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Dust mops;47131617;Dust mops
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Flatwork ironers;47111601;Ironing machines or presses
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Floor burnishers;47121603;Floor polishers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Floor polishing machines;47121603;Floor polishers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Floor scrubbing machines;47121605;Floor scrubbers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Industrial clothes dryers;47111503;Clothes dryers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Industrial sewing machines;23121614;Sewing machines
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Industrial vacuum cleaners;47121602;Vacuum cleaners
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Light commercial washing machines;47111502;Laundry type washing machines
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Mop wringers;47121806;Mop wringer
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Multi-line telephone systems;43191507;Special purpose telephones
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Personal computers;43211508;Personal computers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Power floor buffers;47121603;Floor polishers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Powered floor washers;47121610;Floor washing machine
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Pressure washers;47121805;Pressure or steam cleaners
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Protective face shields;46181702;Facial shields
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Push brooms;47131604;Brooms
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Rubber gloves;46181504;Protective gloves
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Safety goggles;46181804;Goggles
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Spray bottles;27112903;Hand sprayers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Squeegees;47121803;Squeegees or washers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Steam pressers;47111603;Steam pressing machines
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Steam-operated sterilizers;42281508;Steam autoclaves or sterilizers
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Step ladders;30191501;Ladders
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Washer extractors;47111502;Laundry type washing machines
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Wet mops;47131618;Wet mops
37-1011.00;First-Line Supervisors of Housekeeping and Janitorial Workers;Wet-dry vacuums;47121604;Wet or dry combination vacuum cleaners
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Adjustable hand wrenches;27111707;Adjustable wrenches
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Adjustable widemouth pliers;27112107;Adjustable widemouth pliers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Bed shapers;21101506;Graders or land levelers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Brick cutters;23101508;Cutting machines
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Bucket trucks;22101803;Articulating boom lift
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Chainsaws;27112746;Chain saw
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Claw hammers;27111618;Claw hammer
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Cordless drills;27112703;Power drills
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Desktop computers;43211507;Desktop computers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Dump trucks;25101601;Dump trucks
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Equipment trailers;25181702;Flatbed trailers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Farm tractors;25101901;Agricultural tractors
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Fertilizer spreaders;21101804;Fertilizer spreaders or distributors
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Forklifts;24101603;Forklifts
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Garden spades;27112002;Spades
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Gardening hoes;27112008;Hoes
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Gardening shovels;27112004;Shovels
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Grease guns;27112901;Grease guns
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Hand saws;27111508;Saws
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Hedge trimmers;27112016;Hedge clippers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Herbicide sprayers;21101801;Sprayers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Insecticide sprayers;27112903;Hand sprayers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Landscape rakes;27112003;Rakes
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Laser levels;27111802;Levels
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Lawn sprinklers;21101803;Water sprinklers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Leaf blowers;27112701;Power blowers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Leaf rakes;27112003;Rakes
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Light pickup trucks;25101507;Light trucks or sport utility vehicles
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Mattocks;27111605;Picks
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Measuring wheels;41111616;Measuring wheels for distance
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Multi-line telephone systems;43191507;Special purpose telephones
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Outdoor vacuums;47121602;Vacuum cleaners
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Personal computers;43211508;Personal computers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Phillips head screwdrivers;27111701;Screwdrivers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Pick axes;27112005;Axes
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Pitchforks;27112010;Garden forks
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Pressure washers;47121805;Pressure or steam cleaners
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Pruning saws;21102204;Forestry saws
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Push mowers;27112014;Lawnmowers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Rakes;27112003;Rakes
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Riding mowers;27112014;Lawnmowers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Rototillers;21101503;Cultivators
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Seed distributors;21101601;Planters
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Sidewalk sweepers;47121602;Vacuum cleaners
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Skid steer loaders;22101529;Skid steer loaders
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Skip loaders;22101529;Skid steer loaders
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Snowplows;22101710;Snowplow attachments
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Socket wrench sets;27111703;Socket sets
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Spades;27112002;Spades
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Straight screwdrivers;27111701;Screwdrivers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;String trimmers;27112712;Power trimmers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Tractor disc attachments;21101513;Disks
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Tractor mowing decks;21101708;Mower parts or accessories
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Tractors with backhoe attachments;22101509;Backhoes
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Trenchers;22101508;Trenching machines
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Two way radios;43191510;Two way radios
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Weed whackers;27112016;Hedge clippers
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Wheel loaders;22101528;Wheel loaders
37-1012.00;First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers;Wheelbarrows;24101507;Wheelbarrows
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Adjustable hand wrenches;27111707;Adjustable wrenches
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Adjustable widemouth pliers;27112107;Adjustable widemouth pliers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Aerial manlifts;22101801;Manlift or personnel lift
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Air compressors;40151601;Air compressors
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Carpet shampooers;47121609;Carpet cleaning equipment
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Claw hammers;27111618;Claw hammer
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Cordless drills;27112703;Power drills
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Desktop computers;43211507;Desktop computers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Dry mops;47131617;Dust mops
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Equipment dollies;24101503;Dollies
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Extension ladders;30191501;Ladders
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Floor buffers;47121603;Floor polishers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Floor strippers;47121611;Floor scrapers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Floor waxers;47121603;Floor polishers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Forklifts;24101603;Forklifts
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Hand trucks;24101504;Hand trucks or accessories
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Hedge trimmers;27112016;Hedge clippers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Industrial vacuums;47121602;Vacuum cleaners
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Insecticide sprayers;27112903;Hand sprayers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Personal computers;43211508;Personal computers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Phillips head screwdrivers;27111701;Screwdrivers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Portable scaffolding;30191502;Scaffolding
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Power floor scrubbers;47121605;Floor scrubbers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Power grinders;27112704;Power grinders
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Power mowers;27112014;Lawnmowers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Power saws;27112709;Power saws
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Precision files;27111944;Precision file
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Protective ear plugs;46181901;Ear plugs
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Push brooms;47131604;Brooms
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Ratchet wrenches;27111711;Ratchets
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Ride-on industrial vacuum cleaners;47121602;Vacuum cleaners
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Safety glasses;46181802;Safety glasses
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Safety gloves;46181504;Protective gloves
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Scissor lifts;24101617;Scissor lift or lift table
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Snow blowers;22101531;Snow blowers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Snow shovels;27112004;Shovels
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Snowplows;22101710;Snowplow attachments
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Steam cleaning equipment;47121805;Pressure or steam cleaners
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Step ladders;30191501;Ladders
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Straight screwdrivers;27111701;Screwdrivers
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Wet mops;47131618;Wet mops
37-2011.00;Janitors and Cleaners, Except Maids and Housekeeping Cleaners;Window squeegees;47121803;Squeegees or washers
37-2012.00;Maids and Housekeeping Cleaners;Backpack vacuums;47121602;Vacuum cleaners
37-2012.00;Maids and Housekeeping Cleaners;Carpet shampooers;47121609;Carpet cleaning equipment
37-2012.00;Maids and Housekeeping Cleaners;Carpet steamers;47121609;Carpet cleaning equipment
37-2012.00;Maids and Housekeeping Cleaners;Cleaning brushes;47131605;Cleaning brushes
37-2012.00;Maids and Housekeeping Cleaners;Cleaning scrapers;47121812;Cleaning scrapers
37-2012.00;Maids and Housekeeping Cleaners;Clothes ironing equipment;47111601;Ironing machines or presses
37-2012.00;Maids and Housekeeping Cleaners;Commercial automatic floor scrubbers;47121605;Floor scrubbers
37-2012.00;Maids and Housekeeping Cleaners;Commercial dishwashers;48101615;Commercial use dishwashers
37-2012.00;Maids and Housekeeping Cleaners;Dust masks;46182001;Masks or accessories
37-2012.00;Maids and Housekeeping Cleaners;Dust mops;47131617;Dust mops
37-2012.00;Maids and Housekeeping Cleaners;Dusters;47121801;Cleaning dusters
37-2012.00;Maids and Housekeeping Cleaners;Floor burnishers;47121603;Floor polishers
37-2012.00;Maids and Housekeeping Cleaners;Floor scrubbing machines;47121605;Floor scrubbers
37-2012.00;Maids and Housekeeping Cleaners;Household dryers;47111503;Clothes dryers
